spindle_speed,motor_current,vibration,flow_rate,production_volume,power_consumption,energy_per_unit,fault_event_count,downtime_minutes,maintenance_frequency,resource_efficiency,production_efficiency,energy_saving_pct,downtime_reduction_pct,cost_reduction_pct,benefit_score,shift_Afternoon,shift_Morning,shift_Night,product_type_Product_A,product_type_Product_B,product_type_Product_C,product_type_Product_D
3076.599085939756,24.563339374203892,0.9998849693541386,69.30262650206201,125.27099351332728,20.15661849266773,15.912525633987538,2,25.08105870816925,2.1720292938655783,99.0,99.0,9.364688024122035,49.35314799012221,26.199425279679478,68.2602353159878,False,True,False,False,False,True,False
3145.358704053445,25.715030166312925,1.3026270941342786,72.20885687646978,104.79168103198676,20.97803855989113,19.945721124212007,2,20.400191292334764,2.576074076915424,99.0,99.0,3.129223468066911,56.43478386718356,30.016525006789173,68.49189114738584,True,False,False,False,False,False,True
2525.5120015764724,27.55325940521082,0.8360368393763661,61.199957593521326,112.11931924057708,18.87750772421692,17.12499801267665,0,11.608596532436971,2.3570314952305447,99.0,99.0,6.433856157217097,61.53985888749068,33.41266277096113,68.83723014550739,True,False,False,False,False,True,False
3475.5012884075004,27.879475730763687,1.5143285780969495,75.0,104.8857196172471,22.53556995840869,20.0,3,25.54277834133277,2.840124568051761,99.0,99.0,3.2847826057942635,43.94870823697508,34.69969392672527,67.07475448768061,False,True,False,True,False,False,False
1968.5069117496416,17.538343801389352,1.3218124967245497,58.73921547886812,100.68641818920516,16.261477531622905,15.823975926565897,3,19.75918082791662,3.4105196494173287,99.0,99.0,12.958236834648297,52.02508440614187,31.553079322780924,69.08410877296582,False,False,True,False,False,True,False
2690.635016788769,19.915140676661785,1.2533554180210909,64.82995605271057,98.56138887493536,19.897367804902444,20.0,4,26.20442096308128,2.970086638075018,99.0,99.0,2.2259972905610037,43.22419952466444,28.608653963044976,66.20318776214062,False,False,True,False,False,False,True
2795.246803347188,19.15482578449581,1.4454912046708728,71.77061213706473,98.66009869615792,19.473715841510376,20.0,2,19.22256788296558,1.7023667054489298,99.0,99.0,6.104270045409706,48.10227359587353,27.737968181776026,67.32012487959845,False,False,True,True,False,False,False
2724.679446026533,27.139316256105285,0.8974916712466987,58.19620298072236,128.0080093264271,19.19336263955808,15.20495527828797,3,25.08609452706988,2.0073044105929814,99.0,99.0,9.446337166511508,43.99571813193192,27.02990524726867,66.89906815511995,False,True,False,True,False,False,False
2600.00977036122,20.986297748717888,0.8358962000276888,64.92134058327636,99.5689298796564,18.409659257205696,18.47021766324161,2,20.618486861761703,2.438198636428901,98.6962274843016,99.0,2.0,59.41975149295273,28.29367911906536,67.6479780967371,False,False,True,True,False,False,False
2412.4687627547173,26.053836100241693,1.880110933187908,66.54438620854982,121.41288141604063,19.142778619735772,15.948035511936537,2,22.47349618565628,2.3367218181336877,99.0,99.0,7.575780561353333,43.86006104777255,25.421275992078037,66.06692822267325,True,False,False,True,False,False,False
2954.384703280897,26.293246819092243,1.199972766746617,67.8236245153973,121.58397455331414,19.47913895896175,16.341653490573403,2,13.186287558659608,2.093377003129228,99.0,99.0,7.998633812186133,52.753112369428976,27.469179168584247,67.68022700804627,False,True,False,True,False,False,False
2652.801158482217,22.3438202628408,1.270117772793341,62.60059590595408,126.25324431206,19.880093898790484,15.747414997764642,1,22.158343902284347,1.429551182697793,99.0,99.0,9.423027736754054,51.74145920471964,26.23566959382832,67.84882152190403,True,False,False,False,False,False,True
2842.942448909786,26.463879113350423,1.3353427481450428,72.15220239982528,135.48907973572412,18.75597801059059,13.731452612155552,1,14.556130964103176,1.3858337178523197,99.0,99.0,10.265663986290058,54.90105276916525,27.379005414294262,68.10829206866885,False,True,False,False,False,True,False
3162.321327800063,22.323503707484807,1.3985251281689648,71.10738060447625,107.9452613370086,21.44358298933644,20.0,3,23.1758770909524,2.848203509749521,99.0,99.0,2.0,40.81067170543994,25.66651447517928,65.1120819242986,True,False,False,True,False,False,False
2138.015313317399,21.0323543384659,1.24342640419982,58.55934211006053,96.82326100016157,17.837999726989565,18.55372694322579,1,17.61667589465734,1.788006693770407,99.0,99.0,4.023470536903611,53.525763468434455,28.87013890630177,67.18418974567096,True,False,False,False,False,True,False
2966.2375821447663,21.40434021417184,1.2872079911204273,73.93166474738149,128.07342460643596,19.2719665294226,14.694483598719232,1,25.32727915009565,2.09160348304072,99.0,99.0,13.27473249896217,54.87134028603796,30.68965242061933,68.88761237761145,False,False,True,False,False,True,False
2828.634106777773,22.595108026473607,1.074715675178593,71.3243953818729,126.29864434918974,19.46502621961461,15.672540214529254,0,13.290626008267225,1.6732052538705284,99.0,99.0,9.746344150941235,59.67887157536199,27.85652445189394,67.98669376838257,False,True,False,True,False,False,False
2695.655582441017,24.930747104097403,1.3670266913286775,64.66406813396827,133.97722336397584,19.48031900403972,14.520782943724424,4,32.981070794749165,2.147527869764262,99.0,99.0,13.05658893727615,43.51673198545142,24.6050176501392,66.8948105256931,True,False,False,True,False,False,False
